scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
bodyparts,thumbStartLeft,thumbStartLeft,thumbEndLeft,thumbEndLeft,indexStartLeft,indexStartLeft,indexEndLeft,indexEndLeft,middleStartLeft,middleStartLeft,middleEndLeft,middleEndLeft,ringStartLeft,ringStartLeft,ringEndLeft,ringEndLeft,littleStartLeft,littleStartLeft,littleEndLeft,littleEndLeft,thumbStartRight,thumbStartRight,thumbEndRight,thumbEndRight,indexStartRight,indexStartRight,indexEndRight,indexEndRight,middleStartRight,middleStartRight,middleEndRight,middleEndRight,ringStartRight,ringStartRight,ringEndRight,ringEndRight,littleStartRight,littleStartRight,littleEndRight,littleEndRight
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\VPers1\img003.png,519.9910979228489,146.38518545994054,472.5875370919883,208.95788575667643,578.771513353116,194.73681750741827,592.0445103857569,306.6092210682492,621.4347181008904,204.21752967359038,657.4614243323444,317.03800445103855,660.305637982196,202.321387240356,701.0727002967362,302.8169362017804,688.7477744807125,193.7887462908011,740.8916913946591,262.9979451038575,334.1691394658754,143.54097181008888,389.1572700296736,189.04839020771504,291.5059347181009,189.9964614243322,314.25964391691394,314.1937908011869,245.99851632047478,187.1522477744806,236.51780415430267,330.3110014836795,206.1795252225519,191.89260385756666,191.0103857566765,312.2976483679525,170.15281899109783,186.20417655786338,103.78783382789305,276.27094213649843
labeled-data\VPers1\img006.png,519.9910979228489,142.5929005934717,474.4836795252226,208.0098145400592,575.9272997032642,196.6329599406527,592.0445103857569,307.55729228486643,621.4347181008904,208.95788575667643,660.305637982196,314.1937908011869,656.5133531157273,207.06174332344204,700.1246290801189,301.86886498516316,691.591988130564,201.37331602373877,744.6839762611278,263.9460163204747,329.42878338278933,123.63147626112743,389.1572700296736,133.1121884272996,288.6617210682493,183.35996290801177,309.5192878338279,312.2976483679525,241.25816023738867,182.41189169139454,237.46587537091983,330.3110014836795,202.38724035608305,189.04839020771504,189.1142433234421,312.2976483679525,167.30860534124622,189.04839020771504,102.83976261127586,276.27094213649843
labeled-data\VPers1\img011.png,519.9910979228489,140.69675816023727,469.7433234421366,209.90595697329366,576.8753709198816,187.1522477744806,590.1483679525224,304.71307863501477,622.3827893175076,201.37331602373877,660.305637982196,317.03800445103855,656.5133531157271,200.4252448071215,701.072700296736,296.1804376854598,686.851632047478,189.9964614243322,739.9436201780416,261.1018026706231,317.1038575667655,111.30655044510371,374.9362017804155,105.61812314540049,282.973293768546,171.9831083086052,307.6231454005935,312.2976483679525,234.62166172106828,179.56767804154293,229.88130563798217,327.4667878338278,201.43916913946583,181.46382047477732,187.21810089020767,312.2976483679525,166.36053412462905,182.41189169139454,100.94362017804141,275.3228709198812
labeled-data\VPers1\img018.png,523.7833827893176,139.74868694362004,470.69139465875384,207.06174332344204,572.1350148367953,190.94453264094943,592.0445103857569,308.5053635014836,623.3308605341249,208.00981454005927,659.3575667655789,315.14186201780404,651.7729970326411,196.6329599406527,699.1765578635018,300.92079376854593,688.7477744807125,193.7887462908011,738.9955489614247,262.04987388724027,324.6884272997033,134.06025964391677,393.8976261127597,154.91782640949543,288.6617210682493,189.9964614243322,303.8308605341246,317.03800445103855,238.41394658753705,187.1522477744806,231.77744807121655,332.2071439169139,204.28338278931744,189.9964614243322,188.1661721068249,313.24571958456966,168.25667655786344,181.46382047477732,100.94362017804141,276.27094213649843
labeled-data\VPers1\img019.png,518.0949554896144,141.6448293768545,467.84718100890217,207.06174332344204,572.1350148367953,191.89260385756666,588.252225519288,308.5053635014836,619.538575667656,195.6848887240355,662.2017804154304,316.0899332344213,654.6172106824929,200.42524480712154,698.2284866468844,299.9727225519287,686.851632047478,195.6848887240355,738.0474777448073,261.10180267062304,334.1691394658754,150.17747032640938,387.2611275964393,195.6848887240355,288.6617210682493,176.72346439169127,305.72700296735906,317.9860756676557,241.25816023738872,189.04839020771504,232.72551928783378,330.3110014836795,204.28338278931744,195.6848887240355,187.21810089020767,314.1937908011869,163.5163204747774,199.47717359050432,100.94362017804141,275.3228709198812
labeled-data\VPers1\img032.png,518.0949554896144,139.74868694362004,469.7433234421366,208.00981454005927,568.3427299703267,188.10031899109782,584.4599406528191,306.6092210682492,617.6424332344216,197.58103115726988,655.56528189911,315.1418620178041,652.7210682492582,198.52910237388716,695.3842729970329,299.9727225519287,682.111275964392,196.6329599406527,735.2032640949558,261.10180267062304,328.4807121661721,148.28132789317493,384.4169139465876,216.54245548961416,282.97329376854594,178.6196068249257,305.72700296735906,313.24571958456966,238.4139465875371,183.35996290801177,228.93323442136494,332.2071439169139,203.33531157270022,185.25610534124615,181.5296735905044,312.2976483679525,164.46439169139455,188.10031899109782,97.15133531157258,274.37479970326405
labeled-data\VPers1\img041.png,517.1468842729971,142.5929005934717,465.9510385756677,208.95788575667643,571.1869436201782,189.9964614243322,587.3041543026709,306.6092210682492,616.6943620178045,199.47717359050432,656.5133531157273,317.03800445103855,649.8768545994067,199.47717359050432,694.4362017804158,304.71307863501477,682.111275964392,191.89260385756666,733.3071216617213,261.10180267062304,326.5845697329377,147.33325667655777,380.6246290801187,217.49052670623138,276.3367952522255,166.294681008902,272.54451038575667,213.6982418397625,228.93323442136494,171.9831083086052,222.29673590504444,333.1552151335311,196.69881305637978,183.35996290801177,183.42581602373883,311.34957715133527,164.46439169139455,187.1522477744806,93.35905044510375,275.3228709198812
labeled-data\VPers1\img047.png,519.9910979228489,138.80061572700282,466.89910979228495,207.06174332344204,569.2908011869438,180.51574925816016,585.4080118694365,304.71307863501477,612.9020771513356,193.7887462908011,654.6172106824927,317.0380044510385,647.9807121661722,199.47717359050432,694.4362017804158,301.86886498516316,678.3189910979231,190.94453264094943,735.2032640949558,262.9979451038575,328.4807121661721,150.17747032640938,381.57270029673595,221.2828115727002,274.4406528189911,171.9831083086052,272.54451038575667,212.75017062314532,230.8293768545994,180.51574925816016,221.34866468842728,329.36293026706227,191.95845697329372,190.94453264094943,179.63353115726994,314.1937908011869,161.62017804154294,189.9964614243322,95.25519287833816,276.27094213649843
